Ranking;Title;Director;genre_action;genre_adventure;genre_comedy;genre_crime;genre_drama;genre_fantasy;genre_horror;genre_mystery;genre_romance;genre_sci-fi;genre_thriller;Actor 1;Actor 2;Actor 3;Actor 4;Year;Runtime (Minutes);Rating;Votes;Revenue (Millions);Metascore
578;Tron;Joseph Kosinski;yes;yes;no;no;no;no;no;no;no;yes;no;Jeff Bridges;Garrett Hedlund;Olivia Wilde;Bruce Boxleitner;2010;125;6.8;273959;172.05;49
579;The Hunger Games: Catching Fire;Francis Lawrence;yes;yes;no;no;no;no;no;yes;no;no;no;Jennifer Lawrence;Josh Hutcherson;Liam Hemsworth;Philip Seymour Hoffman;2013;146;7.6;525646;424.65;76
580;All Good Things;Andrew Jarecki;no;no;no;yes;yes;no;no;yes;no;no;no;Ryan Gosling;Kirsten Dunst;Frank Langella;Lily Rabe;2010;101;6.3;44158;0.58;57
581;Kickboxer: Vengeance;John Stockwell;yes;no;no;no;no;no;no;no;no;no;no;Dave Bautista;Alain Moussi;Gina Carano;Jean-Claude Van Damme;2016;90;4.9;6809;131.56;37
582;The Last Airbender;M. Night Shyamalan;yes;yes;no;no;no;no;no;no;no;no;no;Noah Ringer;Nicola Peltz;Jackson Rathbone;Dev Patel;2010;103;4.2;125129;;20
583;Sex Tape;Jake Kasdan;no;no;yes;no;no;no;no;no;yes;no;no;Jason Segel;Cameron Diaz;Rob Corddry;Ellie Kemper;2014;94;5.1;89885;38.54;36
584;What to Expect When You're Expecting;Kirk Jones;no;no;yes;no;yes;no;no;no;yes;no;no;Cameron Diaz;Matthew Morrison;J. Todd Smith;Dennis Quaid;2012;110;5.7;60059;41.1;41
585;Moneyball;Bennett Miller;no;no;no;no;yes;no;no;no;no;no;no;Brad Pitt;Robin Wright;Jonah Hill;Philip Seymour Hoffman;2011;133;7.6;297395;75.61;87
586;Ghost Rider;Mark Steven Johnson;yes;no;no;no;no;yes;no;no;no;no;yes;Nicolas Cage;Eva Mendes;Sam Elliott;Matt Long;2007;114;5.2;190673;115.8;35
587;Unbroken;Angelina Jolie;no;no;no;no;yes;no;no;no;no;no;no;Jack O'Connell;Miyavi;Domhnall Gleeson;Garrett Hedlund;2014;137;7.2;114006;115.6;59
588;Immortals;Tarsem Singh;yes;no;no;no;yes;yes;no;no;no;no;no;Henry Cavill;Mickey Rourke;John Hurt;Stephen Dorff;2011;110;6;142900;83.5;46
589;Sunshine;Danny Boyle;no;yes;no;no;no;no;no;no;no;yes;yes;Cillian Murphy;Rose Byrne;Chris Evans;Michelle Yeoh;2007;107;7.3;199860;3.68;64
590;Brave;Mark Andrews;no;yes;yes;no;no;no;no;no;no;no;no;Kelly Macdonald;Billy Connolly;Emma Thompson;Julie Walters;2012;93;7.2;293941;237.28;69
591;MÃ¤n som hatar kvinnor;Niels Arden Oplev;no;no;no;no;yes;no;no;yes;no;no;yes;Michael Nyqvist;Noomi Rapace;Ewa Fröling;Lena Endre;2009;152;7.8;182074;10.1;76
592;Adoration;Anne Fontaine;no;no;no;no;yes;no;no;no;yes;no;no;Naomi Watts;Robin Wright;Xavier Samuel;James Frecheville;2013;112;6.2;25208;0.32;37
593;The Drop;MichaÃ«l R. Roskam;no;no;no;yes;yes;no;no;yes;no;no;no;Tom Hardy;Noomi Rapace;James Gandolfini;Matthias Schoenaerts;2014;106;7.1;116118;10.72;69
594;She's the Man;Andy Fickman;no;no;yes;no;no;no;no;no;yes;no;no;Amanda Bynes;Laura Ramsey;Channing Tatum;Vinnie Jones;2006;105;6.4;122864;2.34;45
595;Daddy's Home;Sean Anders;no;no;yes;no;no;no;no;no;no;no;no;Will Ferrell;Mark Wahlberg;Linda Cardellini;Thomas Haden Church;2015;96;6.1;68306;150.32;42
596;Let Me In;Matt Reeves;no;no;no;no;yes;no;yes;yes;no;no;no;Kodi Smit-McPhee;Chloë Grace Moretz;Richard Jenkins;Cara Buono;2010;116;7.2;97141;12.13;79
597;Never Back Down;Jeff Wadlow;yes;no;no;no;yes;no;no;no;no;no;no;Sean Faris;Djimon Hounsou;Amber Heard;Cam Gigandet;2008;110;6.6;84083;24.85;39
598;Grimsby;Louis Leterrier;yes;yes;yes;no;no;no;no;no;no;no;no;Sacha Baron Cohen;Mark Strong;Rebel Wilson;Freddie Crowder;2016;83;6.2;63408;6.86;44
599;Moon;Duncan Jones;no;no;no;no;yes;no;no;yes;no;yes;no;Sam Rockwell;Kevin Spacey;Dominique McElligott;Rosie Shaw;2009;97;7.9;277123;5.01;67
600;Megamind;Tom McGrath;yes;no;yes;no;no;no;no;no;no;no;no;Will Ferrell;Jonah Hill;Brad Pitt;Tina Fey;2010;95;7.3;183926;148.34;63
601;Gangster Squad;Ruben Fleischer;yes;no;no;yes;yes;no;no;no;no;no;no;Sean Penn;Ryan Gosling;Emma Stone;Giovanni Ribisi;2013;113;6.7;181432;46;40
602;Blood Father;Jean-FranÃ§ois Richet;yes;no;no;yes;yes;no;no;no;no;no;no;Mel Gibson;Erin Moriarty;Diego Luna;Michael Parks;2016;88;6.4;40357;93.95;66
603;He's Just Not That Into You;Ken Kwapis;no;no;yes;no;yes;no;no;no;yes;no;no;Jennifer Aniston;Jennifer Connelly;Morgan Lily;Trenton Rogers;2009;129;6.4;137684;;47
604;Kung Fu Panda 3;Alessandro Carloni;yes;yes;no;no;no;no;no;no;no;no;no;Jack Black;Bryan Cranston;Dustin Hoffman;Angelina Jolie;2016;95;7.2;89791;143.52;66
605;The Rise of the Krays;Zackary Adler;no;no;no;yes;yes;no;no;no;no;no;no;Matt Vael;Simon Cotton;Kevin Leslie;Olivia Moyles;2015;110;5.1;1630;6.53;90
606;Handsome Devil;John Butler;no;no;no;no;yes;no;no;no;no;no;no;Fionn O'Shea;Nicholas Galitzine;Andrew Scott;Moe Dunford;2016;95;7.4;338;;
607;Winter's Bone;Debra Granik;no;no;no;no;yes;no;no;no;no;no;no;Jennifer Lawrence;John Hawkes;Garret Dillahunt;Isaiah Stone;2010;100;7.2;116435;;
608;Horrible Bosses;Seth Gordon;no;no;yes;yes;no;no;no;no;no;no;no;Jason Bateman;Charlie Day;Jason Sudeikis;Steve Wiebe;2011;98;6.9;368556;117.53;57
609;Mommy;Xavier Dolan;no;no;no;no;yes;no;no;no;no;no;no;Anne Dorval;Antoine-Olivier Pilon;Suzanne Clément;Patrick Huard;2014;139;8.1;33560;3.49;74
610;Hellboy II: The Golden Army;Guillermo del Toro;yes;yes;no;no;no;yes;no;no;no;no;no;Ron Perlman;Selma Blair;Doug Jones;John Alexander;2008;120;7;216932;75.75;78
611;Beautiful Creatures;Richard LaGravenese;no;no;no;no;yes;yes;no;no;yes;no;no;Alice Englert;Viola Davis;Emma Thompson;Alden Ehrenreich;2013;124;6.2;71822;19.45;52
612;Toni Erdmann;Maren Ade;no;no;yes;no;yes;no;no;no;no;no;no;Sandra Hüller;Peter Simonischek;Michael Wittenborn;Thomas Loibl;2016;162;7.6;24387;1.48;93
613;The Lovely Bones;Peter Jackson;no;no;no;no;yes;yes;no;no;no;no;yes;Rachel Weisz;Mark Wahlberg;Saoirse Ronan;Susan Sarandon;2009;135;6.7;130702;43.98;42
614;The Assassination of Jesse James by the Coward Robert Ford;Andrew Dominik;no;no;no;yes;yes;no;no;no;no;no;no;Brad Pitt;Casey Affleck;Sam Shepard;Mary-Louise Parker;2007;160;7.5;143564;3.9;68
615;Don Jon;Joseph Gordon-Levitt;no;no;yes;no;yes;no;no;no;yes;no;no;Joseph Gordon-Levitt;Scarlett Johansson;Julianne Moore;Tony Danza;2013;90;6.6;199973;24.48;66
616;Bastille Day;James Watkins;yes;no;no;yes;yes;no;no;no;no;no;no;Idris Elba;Richard Madden;Charlotte Le Bon;Kelly Reilly;2016;92;6.3;21089;0.04;48
617;2307: Winter's Dream;Joey Curtis;no;no;no;no;no;no;no;no;no;yes;no;Paul Sidhu;Branden Coles;Arielle Holmes;Kelcey Watson;2016;101;4;277;20.76;53
618;Free State of Jones;Gary Ross;yes;no;no;no;yes;no;no;no;no;no;no;Matthew McConaughey;Gugu Mbatha-Raw;Mahershala Ali;Keri Russell;2016;139;6.9;29895;;
619;Mr. Right;Paco Cabezas;yes;no;yes;no;no;no;no;no;yes;no;no;Anna Kendrick;Sam Rockwell;Tim Roth;James Ransone;2015;95;6.3;30053;0.03;52
620;The Secret Life of Walter Mitty;Ben Stiller;no;yes;yes;no;yes;no;no;no;no;no;no;Ben Stiller;Kristen Wiig;Jon Daly;Kathryn Hahn;2013;114;7.3;249877;58.23;54
621;Dope;Rick Famuyiwa;no;no;yes;yes;yes;no;no;no;no;no;no;Shameik Moore;Tony Revolori;Kiersey Clemons;Kimberly Elise;2015;103;7.3;66400;17.47;72
622;Underworld Awakening;MÃ¥ns MÃ¥rlind;yes;no;no;no;no;yes;yes;no;no;no;no;Kate Beckinsale;Michael Ealy;India Eisley;Stephen Rea;2012;88;6.4;127157;62.32;39
623;Antichrist;Lars von Trier;no;no;no;no;yes;no;yes;no;no;no;no;Willem Dafoe;Charlotte Gainsbourg;Storm Acheche Sahlstrøm;;2009;108;6.6;94069;0.4;49
624;Friday the 13th;Marcus Nispel;no;no;no;no;no;no;yes;no;no;no;no;Jared Padalecki;Amanda Righetti;Derek Mears;Danielle Panabaker;2009;97;5.6;78631;65;34
625;Taken 3;Olivier Megaton;yes;no;no;no;no;no;no;no;no;no;yes;Liam Neeson;Forest Whitaker;Maggie Grace;Famke Janssen;2014;109;6;144715;89.25;26
626;Total Recall;Len Wiseman;yes;yes;no;no;no;no;no;yes;no;no;no;Colin Farrell;Bokeem Woodbine;Bryan Cranston;Kate Beckinsale;2012;118;6.3;210965;58.88;43
627;X-Men: The Last Stand;Brett Ratner;yes;yes;no;no;no;yes;no;no;no;no;no;Patrick Stewart;Hugh Jackman;Halle Berry;Famke Janssen;2006;104;6.7;406540;234.36;58
628;The Escort;Will Slocombe;no;no;yes;no;yes;no;no;no;yes;no;no;Lyndsy Fonseca;Michael Doneger;Tommy Dewey;Bruce Campbell;2016;88;6;7181;;46
629;The Whole Truth;Courtney Hunt;no;no;no;yes;yes;no;no;yes;no;no;no;Keanu Reeves;Renée Zellweger;Gugu Mbatha-Raw;Gabriel Basso;2016;93;6.1;10700;;
630;Night at the Museum: Secret of the Tomb;Shawn Levy;no;yes;yes;no;no;no;no;no;no;no;no;Ben Stiller;Robin Williams;Owen Wilson;Dick Van Dyke;2014;98;6.2;74886;113.73;47
631;Love & Other Drugs;Edward Zwick;no;no;yes;no;yes;no;no;no;yes;no;no;Jake Gyllenhaal;Anne Hathaway;Judy Greer;Oliver Platt;2010;112;6.7;151519;32.36;55
632;The Interview;Evan Goldberg;no;no;yes;no;no;no;no;no;no;no;no;James Franco;Seth Rogen;Randall Park;Lizzy Caplan;2014;112;6.6;261536;6.11;52
633;The Host;Bong Joon Ho;no;no;yes;no;yes;no;yes;no;no;no;no;Kang-ho Song;Hee-Bong Byun;Hae-il Park;Doona Bae;2006;120;7;73491;2.2;85
634;Megan Is Missing;Michael Goi;no;no;no;no;yes;no;yes;no;no;no;yes;Amber Perkins;Rachel Quinn;Dean Waite;Jael Elizabeth Steinmeyer;2011;85;4.9;6683;;94
635;WALLÂ·E;Andrew Stanton;no;yes;no;no;no;no;no;no;no;no;no;Ben Burtt;Elissa Knight;Jeff Garlin;Fred Willard;2008;98;8.4;776897;223.81;
636;Knocked Up;Judd Apatow;no;no;yes;no;no;no;no;no;yes;no;no;Seth Rogen;Katherine Heigl;Paul Rudd;Leslie Mann;2007;129;7;309398;148.73;85
637;Source Code;Duncan Jones;no;no;no;no;no;no;no;yes;yes;yes;no;Jake Gyllenhaal;Michelle Monaghan;Vera Farmiga;Jeffrey Wright;2011;93;7.5;404884;54.7;74
638;Lawless;John Hillcoat;no;no;no;yes;yes;no;no;no;no;no;no;Tom Hardy;Shia LaBeouf;Guy Pearce;Jason Clarke;2012;116;7.3;195360;37.4;58
639;Unfriended;Levan Gabriadze;no;no;no;no;yes;no;yes;yes;no;no;no;Heather Sossaman;Matthew Bohrer;Courtney Halverson;Shelley Hennig;2014;83;5.6;50402;31.54;59
640;American Reunion;Jon Hurwitz;no;no;yes;no;no;no;no;no;no;no;no;Jason Biggs;Alyson Hannigan;Seann William Scott;Chris Klein;2012;113;6.7;178471;56.72;49
641;The Pursuit of Happyness;Gabriele Muccino;no;no;no;no;yes;no;no;no;no;no;no;Will Smith;Thandie Newton;Jaden Smith;Brian Howe;2006;117;8;361105;162.59;64
642;Relatos salvajes;DamiÃ¡n Szifron;no;no;yes;no;yes;no;no;no;no;no;yes;Darío Grandinetti;María Marull;Mónica Villa;Rita Cortese;2014;122;8.1;110100;3.08;77
643;The Ridiculous 6;Frank Coraci;no;no;yes;no;no;no;no;no;no;no;no;Adam Sandler;Terry Crews;Jorge Garcia;Taylor Lautner;2015;119;4.8;31149;;18
644;Frantz;FranÃ§ois Ozon;no;no;no;no;yes;no;no;no;no;no;no;Pierre Niney;Paula Beer;Ernst Stötzner;Marie Gruber;2016;113;7.5;4304;0.86;73
645;Viral;Henry Joost;no;no;no;no;yes;no;yes;no;no;yes;no;Sofia Black-D'Elia;Analeigh Tipton;Travis Tope;Michael Kelly;2016;85;5.5;3564;;72
646;Gran Torino;Clint Eastwood;no;no;no;no;yes;no;no;no;no;no;no;Clint Eastwood;Bee Vang;Christopher Carley;Ahney Her;2008;116;8.2;595779;148.09;
647;Burnt;John Wells;no;no;yes;no;yes;no;no;no;no;no;no;Bradley Cooper;Sienna Miller;Daniel Brühl;Riccardo Scamarcio;2015;101;6.6;76469;13.65;42
648;Tall Men;Jonathan Holbrook;no;no;no;no;no;yes;yes;no;no;no;yes;Dan Crisafulli;Kay Whitney;Richard Garcia;Pat Cashman;2016;133;3.2;173;;57
649;Sleeping Beauty;Julia Leigh;no;no;no;no;yes;no;no;no;yes;no;no;Emily Browning;Rachael Blake;Ewen Leslie;Bridgette Barrett;2011;101;5.3;27006;0.03;
650;Vampire Academy;Mark Waters;yes;no;yes;no;no;yes;no;no;no;no;no;Zoey Deutch;Lucy Fry;Danila Kozlovsky;Gabriel Byrne;2014;104;5.6;44111;7.79;30
651;Sweeney Todd: The Demon Barber of Fleet Street;Tim Burton;no;no;no;no;yes;no;yes;no;no;no;no;Johnny Depp;Helena Bonham Carter;Alan Rickman;Timothy Spall;2007;116;7.4;296289;52.88;83
652;Solace;Afonso Poyart;no;no;no;yes;yes;no;no;yes;no;no;no;Anthony Hopkins;Jeffrey Dean Morgan;Abbie Cornish;Colin Farrell;2015;101;6.4;36300;;36
653;Insidious;James Wan;no;no;no;no;no;no;yes;yes;no;no;yes;Patrick Wilson;Rose Byrne;Ty Simpkins;Lin Shaye;2010;103;6.8;219916;53.99;52
654;Popstar: Never Stop Never Stopping;Akiva Schaffer;no;no;yes;no;no;no;no;no;no;no;no;Andy Samberg;Jorma Taccone;Akiva Schaffer;Sarah Silverman;2016;87;6.7;30875;9.39;68
655;The Levelling;Hope Dickson Leach;no;no;no;no;yes;no;no;no;no;no;no;Ellie Kendrick;David Troughton;Jack Holden;Joe Blakemore;2016;83;6.4;482;;82
656;Public Enemies;Michael Mann;no;no;no;yes;yes;no;no;no;no;no;no;Christian Bale;Johnny Depp;Christian Stolte;Jason Clarke;2009;140;7;240323;97.03;70
657;Boyhood;Richard Linklater;no;no;no;no;yes;no;no;no;no;no;no;Ellar Coltrane;Patricia Arquette;Ethan Hawke;Elijah Smith;2014;165;7.9;286722;25.36;100
658;Teenage Mutant Ninja Turtles;Jonathan Liebesman;yes;yes;yes;no;no;no;no;no;no;no;no;Megan Fox;Will Arnett;William Fichtner;Noel Fisher;2014;101;5.9;178527;190.87;31
659;Eastern Promises;David Cronenberg;no;no;no;yes;yes;no;no;yes;no;no;no;Naomi Watts;Viggo Mortensen;Armin Mueller-Stahl;Josef Altin;2007;100;7.7;198006;17.11;82
660;The Daughter;Simon Stone;no;no;no;no;yes;no;no;no;no;no;no;Geoffrey Rush;Nicholas Hope;Sam Neill;Ewen Leslie;2015;96;6.7;2798;0.03;62
661;Pineapple Express;David Gordon Green;yes;no;yes;yes;no;no;no;no;no;no;no;Seth Rogen;James Franco;Gary Cole;Danny McBride;2008;111;7;267872;87.34;64
662;The First Time;Jon Kasdan;no;no;yes;no;yes;no;no;no;yes;no;no;Dylan O'Brien;Britt Robertson;Victoria Justice;James Frecheville;2012;95;6.9;54027;0.02;55
663;Gone Baby Gone;Ben Affleck;no;no;no;yes;yes;no;no;yes;no;no;no;Morgan Freeman;Ed Harris;Casey Affleck;Michelle Monaghan;2007;114;7.7;206707;20.3;72
664;The Heat;Paul Feig;yes;no;yes;yes;no;no;no;no;no;no;no;Sandra Bullock;Michael McDonald;Melissa McCarthy;Demián Bichir;2013;117;6.6;140151;159.58;60
665;L'avenir;Mia Hansen-LÃ¸ve;no;no;no;no;yes;no;no;no;no;no;no;Isabelle Huppert;André Marcon;Roman Kolinka;Edith Scob;2016;102;7.1;5796;0.28;88
666;Anna Karenina;Joe Wright;no;no;no;no;yes;no;no;no;yes;no;no;Keira Knightley;Jude Law;Aaron Taylor-Johnson;Matthew Macfadyen;2012;129;6.6;75291;12.8;63
667;Regression;Alejandro AmenÃ¡bar;no;no;no;yes;yes;no;no;yes;no;no;no;Ethan Hawke;David Thewlis;Emma Watson;Dale Dickey;2015;106;5.7;26320;0.05;32
668;Ted 2;Seth MacFarlane;no;yes;yes;no;no;no;no;no;yes;no;no;Mark Wahlberg;Seth MacFarlane;Amanda Seyfried;Jessica Barth;2015;115;6.3;136323;81.26;48
669;Pain & Gain;Michael Bay;no;no;yes;yes;yes;no;no;no;no;no;no;Mark Wahlberg;Dwayne Johnson;Anthony Mackie;Tony Shalhoub;2013;129;6.5;168875;49.87;45
670;Blood Diamond;Edward Zwick;no;yes;no;no;yes;no;no;no;no;no;yes;Leonardo DiCaprio;Djimon Hounsou;Jennifer Connelly;Kagiso Kuypers;2006;143;8;422014;57.37;64
671;Devil's Knot;Atom Egoyan;no;no;no;yes;yes;no;no;no;no;no;no;Colin Firth;Reese Witherspoon;Alessandro Nivola;James Hamrick;2013;114;6.1;15514;;42
672;Child 44;Daniel Espinosa;no;no;no;yes;yes;no;no;no;no;no;yes;Tom Hardy;Gary Oldman;Noomi Rapace;Joel Kinnaman;2015;137;6.5;47703;1.21;41
673;The Hurt Locker;Kathryn Bigelow;no;no;no;no;yes;no;no;no;no;no;yes;Jeremy Renner;Anthony Mackie;Brian Geraghty;Guy Pearce;2008;131;7.6;352023;15.7;94
674;Green Lantern;Martin Campbell;yes;yes;no;no;no;no;no;no;no;yes;no;Ryan Reynolds;Blake Lively;Peter Sarsgaard;Mark Strong;2011;114;5.6;231907;116.59;39
675;War on Everyone;John Michael McDonagh;yes;no;yes;no;no;no;no;no;no;no;no;Alexander Skarsgård;Michael Peña;Theo James;Tessa Thompson;2016;98;5.9;9285;;50
676;The Mist;Frank Darabont;no;no;no;no;no;no;yes;no;no;no;no;Thomas Jane;Marcia Gay Harden;Laurie Holden;Andre Braugher;2007;126;7.2;233346;25.59;58
677;Escape Plan;Mikael HÃ¥fstrÃ¶m;yes;no;no;yes;no;no;no;yes;no;no;no;Sylvester Stallone;Arnold Schwarzenegger;50 Cent;Vincent D'Onofrio;2013;115;6.7;188004;25.12;49
678;Love, Rosie;Christian Ditter;no;no;yes;no;no;no;no;no;yes;no;no;Lily Collins;Sam Claflin;Christian Cooke;Jaime Winstone;2014;102;7.2;80415;0.01;44
679;The DUFF;Ari Sandel;no;no;yes;no;no;no;no;no;no;no;no;Mae Whitman;Bella Thorne;Robbie Amell;Allison Janney;2015;101;6.5;57874;34.02;56
680;The Age of Shadows;Jee-woon Kim;yes;no;no;no;yes;no;no;no;no;no;yes;Byung-hun Lee;Yoo Gong;Kang-ho Song;Ji-min Han;2016;140;7.2;2403;0.54;78
681;The Hunger Games: Mockingjay - Part 1;Francis Lawrence;yes;yes;no;no;no;no;no;no;no;yes;no;Jennifer Lawrence;Josh Hutcherson;Liam Hemsworth;Woody Harrelson;2014;123;6.7;331902;337.1;64
682;We Need to Talk About Kevin;Lynne Ramsay;no;no;no;no;yes;no;no;yes;no;no;yes;Tilda Swinton;John C. Reilly;Ezra Miller;Jasper Newell;2011;112;7.5;104953;1.74;68
683;Love & Friendship;Whit Stillman;no;no;yes;no;yes;no;no;no;yes;no;no;Kate Beckinsale;Chloë Sevigny;Xavier Samuel;Emma Greenwell;2016;90;6.5;16164;14.01;87
684;The Mortal Instruments: City of Bones;Harald Zwart;yes;no;no;no;no;yes;yes;no;no;no;no;Lily Collins;Jamie Campbell Bower;Robert Sheehan;Jemima West;2013;130;5.9;112313;31.17;33
685;Seven Pounds;Gabriele Muccino;no;no;no;no;yes;no;no;no;yes;no;no;Will Smith;Rosario Dawson;Woody Harrelson;Michael Ealy;2008;123;7.7;245144;69.95;36
686;The King's Speech;Tom Hooper;no;no;no;no;yes;no;no;no;no;no;no;Colin Firth;Geoffrey Rush;Helena Bonham Carter;Derek Jacobi;2010;118;8;534388;138.8;88
687;Hunger;Steve McQueen;no;no;no;no;yes;no;no;no;no;no;no;Stuart Graham;Laine Megaw;Brian Milligan;Liam McMahon;2008;96;7.6;54486;0.15;82
688;Jumper;Doug Liman;yes;yes;no;no;no;no;no;no;no;yes;no;Hayden Christensen;Samuel L. Jackson;Jamie Bell;Rachel Bilson;2008;88;6.1;252503;80.17;35
689;Toy Story 3;Lee Unkrich;no;yes;yes;no;no;no;no;no;no;no;no;Tom Hanks;Tim Allen;Joan Cusack;Ned Beatty;2010;103;8.3;586669;414.98;92
690;Tinker Tailor Soldier Spy;Tomas Alfredson;no;no;no;no;yes;no;no;yes;no;no;yes;Gary Oldman;Colin Firth;Tom Hardy;Mark Strong;2011;122;7.1;157053;24.1;85
691;Resident Evil: Retribution;Paul W.S. Anderson;yes;no;no;no;no;no;yes;no;no;yes;no;Milla Jovovich;Sienna Guillory;Michelle Rodriguez;Aryana Engineer;2012;96;5.4;114144;42.35;39
692;Dear Zindagi;Gauri Shinde;no;no;no;no;yes;no;no;no;yes;no;no;Alia Bhatt;Shah Rukh Khan;Kunal Kapoor;Priyanka Moodley;2016;151;7.8;23540;1.4;56
693;Genius;Michael Grandage;no;no;no;no;yes;no;no;no;no;no;no;Colin Firth;Jude Law;Nicole Kidman;Laura Linney;2016;104;6.5;10708;1.36;
694;Pompeii;Paul W.S. Anderson;yes;yes;no;no;yes;no;no;no;no;no;no;Kit Harington;Emily Browning;Kiefer Sutherland;Adewale Akinnuoye-Agbaje;2014;105;5.5;90188;23.22;39
695;Life of Pi;Ang Lee;no;yes;no;no;yes;yes;no;no;no;no;no;Suraj Sharma;Irrfan Khan;Adil Hussain;Tabu;2012;127;7.9;471109;124.98;79
696;Hachi: A Dog's Tale;Lasse HallstrÃ¶m;no;no;no;no;yes;no;no;no;no;no;no;Richard Gere;Joan Allen;Cary-Hiroyuki Tagawa;Sarah Roemer;2009;93;8.1;177602;;61
697;10 Years;Jamie Linden;no;no;yes;no;yes;no;no;no;yes;no;no;Channing Tatum;Rosario Dawson;Chris Pratt;Jenna Dewan Tatum;2011;100;6.1;19636;0.2;
698;I Origins;Mike Cahill;no;no;no;no;yes;no;no;no;yes;yes;no;Michael Pitt;Steven Yeun;Astrid Bergès-Frisbey;Brit Marling;2014;106;7.3;86271;0.33;57
699;Live Free or Die Hard;Len Wiseman;yes;yes;no;no;no;no;no;no;no;no;yes;Bruce Willis;Justin Long;Timothy Olyphant;Maggie Q;2007;128;7.2;347567;134.52;69
700;The Matchbreaker;Caleb Vetter;no;no;yes;no;no;no;no;no;yes;no;no;Wesley Elder;Christina Grimmie;Osric Chau;Olan Rogers;2016;94;5.5;1427;;44
701;Funny Games;Michael Haneke;no;no;no;yes;yes;no;yes;no;no;no;no;Naomi Watts;Tim Roth;Michael Pitt;Brady Corbet;2007;111;6.5;73835;1.29;
702;Ted;Seth MacFarlane;no;no;yes;no;no;yes;no;no;no;no;no;Mark Wahlberg;Mila Kunis;Seth MacFarlane;Joel McHale;2012;106;7;494641;218.63;62
703;RED;Robert Schwentke;yes;no;yes;yes;no;no;no;no;no;no;no;Bruce Willis;Helen Mirren;Morgan Freeman;Mary-Louise Parker;2010;111;7.1;250012;90.36;60
704;Australia;Baz Luhrmann;no;yes;no;no;yes;no;no;no;yes;no;no;Nicole Kidman;Hugh Jackman;Shea Adams;Eddie Baroo;2008;165;6.6;106115;49.55;53
705;Faster;George Tillman Jr.;yes;no;no;yes;yes;no;no;no;no;no;no;Dwayne Johnson;Billy Bob Thornton;Maggie Grace;Mauricio Lopez;2010;98;6.5;83788;23.23;44
706;The Neighbor;Marcus Dunstan;no;no;no;yes;no;no;yes;no;no;no;yes;Josh Stewart;Bill Engvall;Alex Essoe;Ronnie Gene Blevins;2016;87;5.8;4754;;60
707;The Adjustment Bureau;George Nolfi;no;no;no;no;no;no;no;no;yes;yes;yes;Matt Damon;Emily Blunt;Lisa Thoreson;Florence Kastriner;2011;106;7.1;208632;62.45;
708;The Hollars;John Krasinski;no;no;yes;no;yes;no;no;no;yes;no;no;Sharlto Copley;Charlie Day;Richard Jenkins;Anna Kendrick;2016;88;6.5;5908;1.02;53
709;The Judge;David Dobkin;no;no;no;yes;yes;no;no;no;no;no;no;Robert Downey Jr.;Robert Duvall;Vera Farmiga;Billy Bob Thornton;2014;141;7.4;146812;47.11;48
710;Closed Circuit;John Crowley;no;no;no;yes;yes;no;no;yes;no;no;no;Eric Bana;Rebecca Hall;Jim Broadbent;Ciarán Hinds;2013;96;6.2;18437;5.73;50
711;Transformers: Revenge of the Fallen;Michael Bay;yes;yes;no;no;no;no;no;no;no;yes;no;Shia LaBeouf;Megan Fox;Josh Duhamel;Tyrese Gibson;2009;150;6;335757;402.08;35
712;La tortue rouge;Michael Dudok de Wit;no;no;no;no;no;yes;no;no;no;no;no;Emmanuel Garijo;Tom Hudson;Baptiste Goy;Axel Devillers;2016;80;7.6;11482;0.92;86
713;The Book of Life;Jorge R. GutiÃ©rrez;no;yes;yes;no;no;no;no;no;no;no;no;Diego Luna;Zoe Saldana;Channing Tatum;Ron Perlman;2014;95;7.3;50388;50.15;67
714;Incendies;Denis Villeneuve;no;no;no;no;yes;no;no;yes;no;no;no;Lubna Azabal;Mélissa Désormeaux-Poulin;Maxim Gaudette;Mustafa Kamel;2010;131;8.2;92863;6.86;80
715;The Heartbreak Kid;Bobby Farrelly;no;no;yes;no;no;no;no;no;yes;no;no;Ben Stiller;Michelle Monaghan;Malin Akerman;Jerry Stiller;2007;116;5.8;74664;36.77;46
716;Happy Feet;George Miller;no;no;yes;no;no;no;no;no;no;no;no;Elijah Wood;Brittany Murphy;Hugh Jackman;Robin Williams;2006;108;6.5;141141;197.99;77
717;Entourage;Doug Ellin;no;no;yes;no;no;no;no;no;no;no;no;Adrian Grenier;Kevin Connolly;Jerry Ferrara;Kevin Dillon;2015;104;6.6;64557;32.36;38
718;The Strangers;Bryan Bertino;no;no;no;no;no;no;yes;yes;no;no;yes;Scott Speedman;Liv Tyler;Gemma Ward;Alex Fisher;2008;86;6.2;96718;52.53;47
719;Noah;Darren Aronofsky;yes;yes;no;no;yes;no;no;no;no;no;no;Russell Crowe;Jennifer Connelly;Anthony Hopkins;Emma Watson;2014;138;5.8;209700;101.16;68
720;Neighbors;Nicholas Stoller;no;no;yes;no;no;no;no;no;no;no;no;Seth Rogen;Rose Byrne;Zac Efron;Lisa Kudrow;2014;97;6.4;236500;150.06;68
721;Nymphomaniac: Vol. II;Lars von Trier;no;no;no;no;yes;no;no;no;no;no;no;Charlotte Gainsbourg;Stellan Skarsgård;Willem Dafoe;Jamie Bell;2013;123;6.7;65824;0.33;60
